review_number,username,ratings,purchase_date,item_variation,location,review_content,has_image,subreview_sub 0_category,subreview_sub 0_content,subreview_sub 1_category,subreview_sub 1_content,subreview_sub 2_category,subreview_sub 2_content,original_file,original_review_key
14281,blackmood1,5,2022-04-16 19:41,Variation: Carbonara,,"Kualiti produk baik
Harga baik
Penghantaran yg pantas
Layanan penjual.sangat bagus",True,,,,,,,results7.json,review 2283
14282,n*****8,5,2021-07-31 23:01,Variation: Carbonara,,Received in good condition. Well wrapped by seller. Thank you seller.,True,,,,,,,results7.json,review 2284
14283,n*****1,5,2023-09-28 17:13,Variation: Spicy,,"I beli time live, dapat murah dari beli dekat kedai. Beli 6pcs at RM22. Lama dah menahan diri beli ramen dekat kedai sebab poket tak rahmah. Ada yang dapat beli 1 packet terus RM11 ja, untung betul ! Belilah dari seller ni time live, tak rugi. Bubblewrap pun tebal, ramen I tak pecah.",True,,,,,,,results7.json,review 2285
14284,jehazahari,4,2021-05-27 19:08,Variation: Jjajang,,"Seller ship barang lambat, dah 4 hari baru ship. Poslaju buat kerja laju je, Haritu order sekali dengan baju, baju 2 hari dah sampai, Tapi ramen ni seminggu baru sampai. Ni kali kedua dah beli, still sama je seller lambat pos barang 😔 Tapi okay lah, item received in good condition 👍",True,,,,,,,results7.json,review 2286
14285,nikilynabilah,5,2024-07-06 14:34,Variation: Quattro Cheese,,barang sampai dengan selamat dan cepat,True,Taste, sedap creamy spicy,Quality, good,,,results7.json,review 2287
14286,m*****a,5,2022-10-31 12:00,Variation: Cheese,,Item received in good condition... Good value for money...,True,Taste, awesome,,,,,results7.json,review 2288
14287,m*****a,5,2022-10-31 12:02,Variation: Cheese,,Item received in good condition... Good value for money...,True,Quality, good,,,,,results7.json,review 2289
14288,i*****_,5,2020-12-18 14:16,Variation: Add box utk 5-8 pack,,the packaging is so good. my ramen are in good conditions!,True,,,,,,,results7.json,review 2290
14289,alishaa.sr,5,2024-04-02 16:38,Variation: Cream Carbo,,"NI KALI KEDUA REPEAT ORDER TAPII PENGHANTARANN SEDIKITT LAMBATT ANDD RAMEN DEKT DLM DA HANCUR , KALI PERTAMA ORDER OKAY JER PENGHANTARANN PUNN MMG LAJUU GILERR TAPI KALI KEDUA NII KURANG HMM",True,,,,,,,results7.json,review 2291
14290,h*****a,5,2022-03-08 14:24,,,This is my 2nd purchases.Took only 2 days for the parcel to arrive❤️. 1st time try Light Buldak. i think its still spicy even though written 40% less spicy (however still good for beginner to try). the noodle a bit small from usual one. and the price is cheaper than other shop i think😁,True,Taste," delicious, spicy",Quality, excellent,,,results7.json,review 2292
14291,ashlily77,5,2021-04-27 11:00,Variation: Sutah (Soup),,"received in box with no damage....very fast delivery....tq seller...perfect choice for those who wants to try each types of ramen like me😁

.",True,,,,,,,results7.json,review 2293
14292,g*****c,5,2024-02-06 02:12,Variation: Stew,,Semua expired lambat lagi. Hjg tahun nanti. Fast delivery. Tak sabar nk try yg rose. Tq seller,True,Quality, good,Taste, tasty,,,results7.json,review 2294
14293,b*****u,5,2020-11-15 21:34,Variation: Kimchi (Soup),,"Erm seller  post out hari kedua but doesnt matter j&t laju dlam 3 hari dh sampai tgg, i tak try lagi tpi i pasti mesti sedap hahahahha dan halal, tq seller sbb letak dlm kotak, kalau tak mesti dh hancur, tq so much💚🤍💜💙",True,,,,,,,results7.json,review 2295
14294,yusyusliza85,5,2021-11-02 17:34,Variation: Add box utk 5-8 pack,,Ramen samyang dah sampai.. Tp 2pack spicy kandungan dlm hancur.. Kena boh dalam kotak baru sampai okey.. Apa2 pn harga murah.. Tq2..Ramen samyang dah sampai.. Tp 2pack spicy kandungan dlm hancur.. Kena boh dalam kotak baru sampai okey.. Apa2 pn harga murah.. Tq2..,True,,,,,,,results7.json,review 2296
14295,z*****a,5,2023-06-18 06:45,Variation: Habanero Lime,,Penghantaran ke sabah perfect. Wrap tebal. Teda yg hancur. Delivery was fast too. Boleh repeat order lagi.,True,,,,,,,results7.json,review 2297
14296,d*****_,5,2024-05-20 19:00,Variation: Habanero Lime,,I love it !! Will buy again..cheap and yummy !,True,Quality, good,Taste, tasty and spicy,,,results7.json,review 2298
14297,i*****a,5,2022-05-22 00:02,Variation: Quattro Cheese,,"Penghantaran cepat gila, semalam order harini dah sampai ❤",True,Taste, Sedap,Quality, Bagus,,,results7.json,review 2299
14298,hazeemsobri,5,2021-12-29 21:59,Variation: Cheese,,"Barang baik sudah sampai pembungkusan terbaik
Penghantaran laju ok tu saja saya beli😁",True,,,,,,,results7.json,review 2300
14299,a*****.,5,2022-02-18 16:53,Variation: Cream Carbo,,"Yeyyyy dh sampai,, hehehe tq seller n jnt😍😍",True,Taste, semestinya sedap,Quality, good kualiti,,,results7.json,review 2301
14300,h*****o,5,2023-10-02 18:22,Variation: Quattro Cheese,,"✅ fast delivery
✅ good product
✅ buy it again
✅ thanks seller",True,Taste, x try lgi,,,,,results7.json,review 2302
14301,n*****d,3,2024-12-23 16:31,Variation: Habanero Lime,,"Barang sampai cepat 2 hari je dah sampai.
Tapi mee hancur sikit, mungkin sebab bubble wrap terlalu nipis. Harap seller boleh tingkatkan packaging untuk elakkan masalah ni pada masa akan datang. TQ",True,,,,,,,results7.json,review 2303
14302,rzadh_,5,2021-04-03 15:58,Variation: Carbonara,,1 carbonara hancur .. 1 cheese bungkusan dia dah koyak n dlam dia penuh semut .. yang lain alhamdullilah condition ok .. a bit dissapointed but delivery laju ,True,,,,,,,results7.json,review 2304
14303,n*****a,5,2021-09-04 16:17,Variation: Jjajang,,Barang dah sampai tapi kecewa sebab dapat mi pecah. Ada sikit je yang keras. Boleh refer video. Hm tapi saya bagi 5 bintang sebab dari cara seller balut tu nampak mi tu elok lagi masa dibungkus. Saya accept parcel ni sebab dah lama mengidam dua flavour ni 😢,True,,,,,,,results7.json,review 2305
14304,hawamastori93,5,2023-11-10 19:51,Variation: Quattro Cheese,,jjangmyeon paling sedap.. 4 bgks keadaan elok.. 1 bgks mee dy hancur renyuk habis.. xtaw la dr kedai atau mase nk delivery hancur nya,True,Taste, sedap,Quality, oky,,,results7.json,review 2306
14305,sarahamirah32,4,2021-05-22 12:49,Variation: Jjajang,,"Delivery lambat sedikit, tapi sebab raya kut so takpe boleh dimaafkan, delivery okay , packet sealed tightly, maggi dalm pun tak pecah2, overall puas hati",True,,,,,,,results7.json,review 2307
14306,tsnmjmlh,5,2021-10-30 00:58,Variation: Carbonara,,"barang ok cuma ada ramen yg hancur sikit tapi apa nak heran, makan jadi taik jugak 😁 janji kenyang sudah. harga murah ok lah.",True,,,,,,,results7.json,review 2308
14307,sxftpeachy,4,2021-08-03 17:52,Variation: Stew,,"seller ship abt 2 days after, aaaa too bad the wrap was really bad, ONE layer of bubble wrap only and 3 out 5 packet was damage kinda bad, half of the portion hancur :’)) sedih tapi takpela, have a nice day seller, thankyiu~",True,,,,,,,results7.json,review 2309
14308,nephrophile,5,2021-08-17 12:37,,,"Berbaloi beli. Barang sampai dlm keadaan baik. Ada pecah sikit tapi still okay. After all, I'm so satisfied with the product.",True,,,,,,,results7.json,review 2310
14309,d*****i,5,2021-09-24 18:19,Variation: Jjajang,,Tenkiu seller.... Seller ship out awal..courier pon laju..cuma next time boleh upgrade packaging sbb yg ni sy order byk tp xdpt kotak..if X pakai kotak pon maybe pakai plastik yg ada angin..cadangan shj.,True,,,,,,,results7.json,review 2311
14310,,5,2021-01-26 20:37,,,"thank you seller, quite fast delivery. semua yang saya nak ada. packing guna kotak so tiada yang pecah. thank youuu! ",True,,,,,,,results7.json,review 2312
14311,a*****i,5,2022-04-07 16:27,Variation: Add box utk 5-8 pack,,Rasa memang sedap dah! Harga pun okayy!! Murah la kalau compare dengan tempat lain atau beli kat kedai. Recommended!!👍🏻 thanks!🙏🏻😚,True,,,,,,,results7.json,review 2313
14312,spiderglass,5,2021-08-30 20:43,Variation: Stew,,Received in good condition and nicely pack. Thanks seller and keep up the good work 👍🏼👍🏼👍🏼👍🏼👍🏼,True,,,,,,,results7.json,review 2314
14313,n*****n,5,2021-05-23 15:59,,,Fast delivery. Murah compare to other seller. Thank you seller. Yg stew agak hancur jugak la.. but its okay.,True,,,,,,,results7.json,review 2315
14314,a.m.m.r,5,2022-07-27 18:52,Variation: Seafood (Soup),,Thanks for the kindness sirs and madams,True,Taste," Probably good, hasn't taste it lol",Quality, Double good,,,results7.json,review 2316
14315,f*****a,5,2021-05-10 17:33,Variation: Add bubble - 5pcs,,Thank you seller barang sudah smpaii..love it...product in good condition...well wrapped semua cukup xde pon yg kurg,True,,,,,,,results7.json,review 2317
14316,ariefh20,4,2021-08-26 21:47,Variation: Sutah (Soup),,Shipping laju and semua dapat. But packaging should be improved sbb dapat banyak yang dalam dia hancur.,True,,,,,,,results7.json,review 2318
14317,h*****b,5,2022-05-27 17:13,Variation: Quattro Cheese,,"Even with only 1 layer bubble wrap and no fragile sticker, semua OK.. Ada a few yang hancur sikit.. Takpelah.. Masuk perut pun hancur juga..

Delivery: Okay.. Tak cepat, tak lambat",True,Taste, Addicted,Quality, Ok,,,results7.json,review 2319
14318,a*****a,5,2022-01-19 15:01,Variation: Cream Carbo,,"Samyang never disappoints you. You love samyang, samyang loves you too.",True,Taste, mantap,Quality, mantap,,,results7.json,review 2320
14319,kookoryctolagus,5,2022-07-16 11:28,,,Seller takes a long time to ship out. But everything arrived and bubble wraped safely.,True,,,,,,,results7.json,review 2321
14320,sahuramakasuf,5,2022-08-17 13:41,Variation: Kimchi (Soup),,"Bungkus elok,x de hncur  n x ade koyak...tq2 bg free 1",True,Taste, selmt smpai.smcm yg dipesan,,,,,results7.json,review 2322
14321,,5,2022-08-15 16:24,Variation: Quattro Cheese,,Yg quattro pecah ii dn yg light patah 2😂sokay sbb boly mkn thank for the free gift tp hrinie bru smpai so hrinie dye expired herm masih boly mkn ke?😅,True,Taste, sedap kalaj habis slalu craving nk lagi😅,Quality, semua oke expired pun lmbt lgi thun dpn but yg light lh buln10 nnti,,,results7.json,review 2323
14322,h*****f,5,2023-02-06 23:49,Variation: Quattro Cheese,,noodle akan expire dalam bulan 7 mcm tu.,True,Taste, sedap,Quality, ada yang ok dan tidak,,,results7.json,review 2324
14323,s*****t,5,2022-03-18 22:15,Variation: Quattro Cheese,,thank you!! will repeat again next time…..,True,Taste, SUPER GOOD,Quality, great,,,results7.json,review 2325
14324,j*****0,5,2022-11-16 00:32,Variation: Spicy,,Delivery very fast. Packaging very good have use bubble wrap to wrapping. The price is cheaper than market. Will replenish again with this seller.,True,,,,,,,results7.json,review 2326
14325,b*****u,3,2021-07-27 20:45,,,Kuantiti cukup. Wrapping tak cukup secure. 1 ramen not in good condition.,True,,,,,,,results7.json,review 2327
14326,aidlina,5,2023-03-09 14:27,Variation: Cream Carbo,,barang dah sampai . barang okay tiada kerosakan harga pom murah,True,Taste, okay,,,,,results7.json,review 2328
14327,b*****n,5,2024-11-08 01:14,Variation: Quattro Cheese,,Thank you selller for packing it nicely. Hopefully creamy carbo is in stock,True,Quality, Arrived in good condition,Taste, Very Good Not too spicy,,,results7.json,review 2329
14328,d*****s,5,2024-04-15 08:35,Variation: Rose,,Penghantaran laju. Packaging dalam kotak 👍🏻 ada bubble wrap 👍🏻,True,,,,,,,results7.json,review 2330
14329,r*****_,5,2021-09-08 21:25,Variation: Cream Carbo,,Barang ok pos ok material ok quality ok love songat semua ok hehe,True,,,,,,,results7.json,review 2331
14330,cty_anuar,5,2020-07-24 10:56,Variation: Add box utk 5-8 pack,,Thank you seller. Beli semalam. Hari ni terus sampai rumahhh. Lajuuu sgt2 penghantaran. Will repeat again after this. Thank youuuu. Dan seller juga balut parcel guna kotak ualls. I beli 3 loose pack je. Tetiba sampai berkotak. Wahhhh thank you tau seller. I beli tauuu.,True,,,,,,,results7.json,review 2332
14331,t*****1,5,2025-06-05 22:58,Variation: Quattro Cheese,,Package is good receive in good condition overall everything ok very good,True,Taste, good,Quality, ok,,,results7.json,review 2333
14332,5bq4h_mmlq,5,2022-05-29 19:46,Variation: Carbonara,,Selalu beli kt luar rm6 lbih 1..kalini try beli kt shopee lagi murah..dpt rm3 je 1 pack,True,Taste, best..paling suka yg carbonara,Quality, nice,,,results7.json,review 2334
14333,aieniz9495,5,2021-05-25 07:38,Variation: Jjajang,,Tq seller. Wrap dgn baik. Tq. tp ade 1 pack bsr yg hitam tu yg dh trbukak walau dh bungkus kemas. Mngkin mmg dh trbuka dr awl sblum bungkus lg. Tp xpe lh. Msih dlm keadaan baik. Tq seller,True,,,,,,,results7.json,review 2335
14334,nr.lailaaa,5,2023-03-17 13:29,Variation: Cheese,,"trustworthy yall , the packaging are nice and all good 😻",True,Taste, of course la sedapp,Quality, good packaging,,,results7.json,review 2336
14335,,5,2020-11-18 16:23,,,Sampai.. Cuma lambat jugak la seller nk post.. Due MCO maybe.. Kotak kemek sbb yelah kotak kan.. Carbonara kesian dia jadi cm tu. Tp okay. Cuma maybe seller tau strategi untk packaging yg lagi okay.. For cust n sell. Tq,True,,,,,,,results7.json,review 2337
14336,p*****h,5,2022-12-29 18:15,Variation: Quattro Cheese,,Received in good condition... Can't wait to try and Very recommend 👍,True,Taste, delicious,Quality, good,,,results7.json,review 2338
14337,a*****6,5,2022-08-28 15:24,Variation: Spicy,,Tq seller... pantas...siap free gift... harga memang murah... selamat sampai...boleh repaeat lagi... rekwmwn seller,True,,,,,,,results7.json,review 2339
14338,minahasim,5,2022-04-29 21:29,,,received packed in good condition.. I like it. 😊,True,Taste, super tasty,Quality, awesome,,,results7.json,review 2340
14339,n*****n,5,2025-01-24 14:35,Variation: Quattro Cheese,,,True,Quality, good,Taste," Sedap masak dia saja, tapi klu nk lagi creamy, masak dgn susu,",,,results7.json,review 2341
14340,w*****_,5,2025-03-23 16:59,Variation: Cream Carbo,,Delivery was Fast🥰 thanks nti beli pulak hehe,True,Taste, delicous,Quality, good,,,results7.json,review 2342
14341,madigagah,5,2024-09-01 01:24,Variation: Carbonara,,Barang dah sampai pembungkusan kemas puas hati thanks you seller.,True,Taste, sedap,Quality, bagus,,,results7.json,review 2343
14342,a*****n,5,2023-10-05 17:56,Variation: Carbonara,,order received safely from seller.. this is my first time ordering from this seller.. the product was good,True,,,,,,,results7.json,review 2344
14343,esterjose30,5,2020-02-06 21:42,Variation: Stew,,"Puas hati sangat sangat 
Barang dibungkus dengan kemas 
Penghantaran yg baik",True,,,,,,,results7.json,review 2345
14344,a*****2,5,2022-06-15 09:55,Variation: Kimchi (Soup),,Good product quality.. fast delivery.. cuma ada sikit yg crack.,True,Taste, good,,,,,results7.json,review 2346
14345,i*****1,5,2021-08-28 18:22,Variation: Spicy,,"fast delivery, sampai dgn condition yg baik . sangat berpuas hati !!",True,,,,,,,results7.json,review 2347
14346,l*****_,5,2023-01-14 07:27,Variation: Jjajang,,Delivery doesn't take much time. Got halal logo and cheaper.,True,Taste, Nice,Quality, Good,,,results7.json,review 2348
14347,a*****e,5,2025-03-09 12:25,Variation: Cheese,,"Hi, it is Iris here. P.FlNANCING up to RM 250k.
Direct from bank and no other charges.

Please reply NO for more details. Thank you.",True,Quality, good,Taste, delicious,,,results7.json,review 2349
14348,aidaaamaisarahhh,5,2022-07-01 20:20,Variation: Quattro Cheese,,"Fast delivery, tak byk komen la ramen mmg sedap hehe thankyou",True,,,,,,,results7.json,review 2350
14349,sue_razali00,5,2022-01-29 16:11,Variation: Carbonara,,"Tengkiuuu barang sampai dalam keaadaan baik, nanti repeat lagi, penghantaran terbaik👍🏻",True,Taste, delicous,Quality, terbaik,,,results7.json,review 2351
14350,p*****a,5,2023-11-30 18:15,Variation: [NEW] Yakisoba,,beli 3 ramen wakru live semua jadi rm8.90 🫶🫶 sampai lepas 3 4 hari delivery service lajuu. ramem cheese tu dlm separuh dh hancur sikit takpelah thank you,True,,,,,,,results7.json,review 2352
14351,zrfh_rhim,5,2021-02-08 19:08,Variation: Add box utk 5-8 pack,,Nice packaging!!! Sangat secure ramen saya !!! But penghantaran agak lmbat. Order 2/2 hritu and bru smpi hrini. Tapi okaylah yang penting ramen smpi hehehehe 👍👍,True,,,,,,,results7.json,review 2353
14352,o*****h,5,2022-07-02 14:57,Variation: Cream Carbo,,Barang sampai in good condition..seller wrap bubble wrap dgn bagus..seller pun laju,True,Taste, x rasa lagi tapi rasa biasa cam ramen kot,,,,,results7.json,review 2354
14353,n*****3,5,2025-04-28 21:01,Variation: Carbonara,,Samnyang ni memang sedap sokmo jadi beli je kalau craving,True,Quality, mantap tak hancur,Taste, sedap weh,,,results7.json,review 2355
14354,n*****a,5,2021-02-05 16:46,Variation: Add box utk 5-8 pack,,"Alhamdulillah brng dh sampai harini. Penghantaran yg pantas, brng cukup dan packing pon bagus. Terima kasih, saya beli...",True,,,,,,,results7.json,review 2356
14355,l*****9,5,2021-11-16 17:31,Variation: Add bubble - 5pcs,,Very fast delivery indeed.. The product received are in a good condition with the bubble wrapping.. Thank you!,True,,,,,,,results7.json,review 2357
14356,hxcvlksv,5,2023-12-23 11:20,Variation: [NEW] Yakisoba,,i haven't tried any of them yet but im sure its gonna be delicious,True,Quality, good,Taste, obviously good,,,results7.json,review 2358
14357,aintralala,5,2021-09-10 15:49,Variation: Cream Carbo,,"Terima kasih. Cepat sampai. Order 9/9, harini 10/9 dah terima barangnya. Balut elok. Guna bubble wrap. Kalau letak dlm kotak lg cun. Btw, kalau ada yg tgh cari giftbox boleh tgk2 shopee saya.",True,,,,,,,results7.json,review 2359
14358,izzah_inany,5,2022-04-27 01:12,Variation: Quattro Cheese,,I just received. I love to eat samyang. For quatro i not try yet,True,Taste, Delicious,Quality, Good,,,results7.json,review 2360
14359,d*****y,5,2021-05-12 20:02,Variation: Cream Carbo,,barang sampai dengan selamat. harga pun murah berbanding shop lain. thank you seller ✨,True,,,,,,,results7.json,review 2361
14360,aina_syahira,5,2020-07-05 16:19,,,penghantaran laju. barang sampai dalam keadaan baik tq seller for the free gift,True,,,,,,,results7.json,review 2362
14361,e*****a,5,2024-01-27 23:55,Variation: Cream Carbo,,"barang sampai dalam keadaan baik, sedap sedap, boleh repeat, penghantaran pun laju, terbaikk👍🏻",True,,,,,,,results7.json,review 2363
14362,syirahsfea_,5,2022-04-28 16:15,Variation: Jjajang,,received my ramen !! thank you seller ❤,True,Taste, tasty as alwayss,Quality, good!,,,results7.json,review 2364
14363,y*****2,3,2024-01-12 13:51,Variation: Cream Carbo,,"The loose packs like cream carbo, carbo and rose I bought, around 7 packs were all crushed into 4-5parts... Totally crushed but the box packaging was not dented... Next time pls at least mix with few packs of normal ramen if want to give ""extremely"" crushed packs to customer...",True,Quality, Crushed,Taste, Good,,,results7.json,review 2365
14364,nurzh,5,2020-11-24 08:09,Variation: Jjajang,,Good product quality good value for money excellent service by seller,True,,,,,,,results7.json,review 2366
14365,f*****7,1,2023-03-17 13:20,Variation: Quattro Cheese,,Buka je dari bungkusan terus terhidu bau kencing kucing 😡. Mustahil tak dapat hidu bau kencing tu 😡. Bau tu datang dari plastik ramen ye bukannya dari luar bungkusan 😡 Tolong check betul-betul lain kali. Hidu ramen tu sebelum dibungkus 😡😡😡,True,Taste, ok,Quality, good for the product bad for the service,,,results7.json,review 2367
14366,y*****h,5,2021-12-12 19:02,Variation: Carbonara,,"Fast delivery ,well packed product with reused boxes. Acceptable expiry date",True,,,,,,,results7.json,review 2368
14367,m*****i,5,2021-09-15 18:26,Variation: Stew,,"Cheap and worth to purchase👍🏻Good product quality, excellent service by seller",True,,,,,,,results7.json,review 2369
14368,f*****8,5,2022-03-06 17:33,Variation: Cream Carbo,,"Good product quality
Good value for money
Fast delivery 
👍🏻👍🏻👍🏻",True,,,,,,,results7.json,review 2370
14369,ayahzahra97,5,2024-01-22 12:44,Variation: Quattro Cheese,,beli mase live dpt harga murah sangat . Penghantaran pon laju,True,,,,,,,results7.json,review 2371
14370,m*****a,5,2023-03-04 19:31,Variation: Spicy,,Item received in good condition.. good value for money.....,True,Taste, awesome,,,,,results7.json,review 2372
14371,m*****a,5,2022-12-06 09:12,Variation: Cheese,,Item received in good condition.. good value for money....,True,Taste, awesome,,,,,results7.json,review 2373
14372,k*****e,5,2021-05-17 02:12,Variation: Carbonara,,Good wrapping and fast shipping. Samyang ramen very delicious o.,True,,,,,,,results7.json,review 2374
14373,t*****9,5,2021-01-22 12:57,Variation: Seafood (Soup),,Received these in good condition. Excellent service by seller 👍,True,,,,,,,results7.json,review 2375
14374,j*****x,5,2022-03-21 15:10,Variation: Carbonara,,Thank you seller for the products!,True,Taste, Nice,Quality, Good quality product,,,results7.json,review 2376
14375,tamansakinah,5,2024-04-14 21:33,Variation: Habanero Lime,,Pedas and hujung ada rasa lime tapi tak kuat sangat,True,Taste, pedas,Quality, yes,,,results7.json,review 2377
14376,o*****e,5,2020-12-22 17:48,Variation: Jjajang,,"Thank you seller! samyang dah sampai dengan kuantiti yang cukup. packaging okay la, samyang ada yang pecah2 sikit la tapi okay boleh diterima. Trusted seller 💯",True,,,,,,,results7.json,review 2378
14377,f*****2,5,2022-07-13 13:56,Variation: Quattro Cheese,,i bought Quattro cheese and cheese flavour too but its not in the pics as i already ate it. thank u seller,True,Taste, great,Quality, good authentic,,,results7.json,review 2379
14378,r*****5,5,2021-06-01 22:42,Variation: Carbonara,,fast delivery 👍 ..seller pos smlm hari nie dh smpai..ckup seperti yg diorder..harga pn berpatutan..bleh repeat lg nnti 😁 ..thanks seller n jnt 🤩,True,,,,,,,results7.json,review 2380
14379,_*****a,5,2022-10-12 19:14,Variation: Jjajang,,Ada bubble wrap & wrap dengan sangat baik. Akan repeat lagi!! Terima kasih seller. Saya bagi 5 star!!,True,Taste, Ramen sedapp,Quality, sangat la bagus,,,results7.json,review 2381
14380,nrdayah97,5,2024-11-15 19:32,Variation: Carbonara,,Barang dah sampai ..barang sampai dalam keadaan yang baik dan selamat ..Penghantaran yang cepat dan tiada kerosakkan.. terima kasih ..terbaik 👍🏻👍🏻,True,Quality, okay,Taste, okay,,,results7.json,review 2382
14381,n*****7,5,2023-11-18 21:14,Variation: Quattro Cheese,,Item safely arrived and received in good condition. Seller chat inform quattro takde so mintak tukar habenero. Tak sabar nak makan sbb sedapppp!!,True,,,,,,,results7.json,review 2383
14382,m*****r,5,2021-12-22 19:39,Variation: Carbonara,,thankyou! despite of flood during these day but still safely arrived. thankyou so much for fast service and good service🙆🏻‍♀️,True,,,,,,,results7.json,review 2384
14383,godblesstou,5,2022-03-01 16:24,Variation: Jjajang,,Hancur sikit je sampai lambat mmg recommended gila sukaa sangat thankss seller will repeat order soon😍,True,Taste, sedap,Quality, terbaik,,,results7.json,review 2385
14384,intanfyzah,5,2022-06-14 20:44,Variation: Quattro Cheese,,"My fav ramen😍💓
thankyou for the parcel
i da rasa yg ramen cheese baru tuu sedap gile cheese dia pekat😍🔥
next time i repeat❤️",True,,,,,,,results7.json,review 2386
14385,a*****3,5,2022-01-06 15:23,Variation: Sutah (Soup),,Barang sampai cukup..seller nak shipping tu hurmmmmm.. Samyang yg spicy tu hancur banyak jugak .. Yg lain okay sikit..,True,Taste, Okey,Quality, Okey,,,results7.json,review 2387
14386,pali157,5,2021-09-27 22:30,Variation: Sutah (Soup),,"Item placed in used box, received all item correctly and in good condition 👍🏻 Delivery is fast",True,,,,,,,results7.json,review 2388
14387,f*****a,5,2021-06-14 17:14,Variation: Stew,,Harga murah.. packaging so-so je.. pkai kotak kitar semula.. tapi okay la maggi xpecah.. just delivery lambat walaupun dari malaysia juga.. kalau betul2 craving idak le dapat cepat huhu.. mybe sbb PKP kan.. overall okay and will repeat..,True,,,,,,,results7.json,review 2389
14388,ilisalihah,5,2022-07-18 16:11,Variation: Add box utk 5-8 pack,,received with thanks 😊 deliver with a secure packaging and also trusted seller. Thank you 😊,True,,,,,,,results7.json,review 2390
14389,suefizzy,5,2021-10-12 15:33,Variation: Add box utk 5-8 pack,,Barang dh selamat sampai...ada la hncur sikit2  tp still ok lg...penghntran pn laju sgt...tq seller 👍👍👍,True,,,,,,,results7.json,review 2391
14390,c*****y,5,2020-11-09 09:47,Variation: Ramen (Soup),,Recommended seller👍 Mmng terbaik. Harga pon murah. Yg penting HALAL ye semua✨ Thank you so much💮,True,,,,,,,results7.json,review 2392
14391,j*****n,5,2021-08-27 21:25,Variation: Sutah (Soup),,Serius puashati dengan brg2. Semua lengkapppmseller terbaikkk. Shipping pun laju. Dibalut kemasss. Xda yg rosak. ❤️❤️❤️,True,,,,,,,results7.json,review 2393
14392,i*****a,5,2021-10-28 00:13,Variation: Seafood (Soup),,Received in good condition.. fast delivery.. thank you very much seller.. love it 😍  😘🥰😍😍😍😍😍😍😍😍😍😍😍😍😍,True,,,,,,,results7.json,review 2394
14393,i*****a,5,2021-02-06 19:42,Variation: Ramen (Soup),,Received in good condition.. fast delivery.. thank you very much seller.. love it 😍  😘🥰😍😍😍😍😍😍😍😍😍😍😍😍😍,True,,,,,,,results7.json,review 2395
14394,s*****y,5,2022-10-17 17:44,Variation: Cream Carbo,,Bli laa dpt free satu 2× pedas dk la kalau slah anta but thanks!,True,Taste, secure!,Quality, gooddd,,,results7.json,review 2396
14395,e*****n,5,2025-03-24 22:25,Variation: Carbonara,,Sedapppo sangat.. kawan kawan suka... Untuk asrama sesuai.... Recommended,True,Quality, elok,Taste, sedap dan pedas,,,results7.json,review 2397
14396,n*****h,5,2023-04-14 22:11,Variation: Cream Carbo,,Barang okay tkdk pecah sbb seller bubblewrap tebal.Terbaik dan harga pon murah je,True,Taste, 10/10,Quality, 10/10,,,results7.json,review 2398
14397,a*****i,5,2021-12-03 20:18,Variation: Carbonara,,"order : 02/12/2021
received : 03/12/2021 
penghantaran sangat cepat dan bubble wrap teball !!! 👍🏻",True,,,,,,,results7.json,review 2399
14398,a*****d,5,2023-11-02 00:14,Variation: Rose,,Susah nak dpt flav ni murah la jgk lepas guna voucher live,True,Taste, sedap,Quality, sedap,,,results7.json,review 2400
14399,o*****y,5,2022-02-08 21:57,Variation: Jjajang,,"received as per ordered, not very fast delivery, thankyou seller! 👍👍👍",True,Taste, very good,Quality, good,,,results7.json,review 2401
14400,a*****l,5,2022-01-01 17:56,Variation: Ramen Soup (Spicy),,,True,Taste, Dah sampai penghantaran laju pembukusan kemas tq seller saya beli ya tq goodddd👍🏻👍🏻👍🏻👍🏻👍🏻,,,,,results7.json,review 2402
14401,p*****5,5,2022-06-01 18:35,,,Murah kedai ni..bleh repeat lgy..leh amik byk2 jenis...bgkusan elok dlm kotak..,True,Taste, sedap semuaa..,,,,,results7.json,review 2403
14402,chrisyong83,5,2022-07-13 19:21,Variation: Ramen (Soup),,"Good product quality, good value for money and fast delivery. Thanks seller.",True,,,,,,,results7.json,review 2404
14403,syirah84,5,2023-02-04 16:12,Variation: Quattro Cheese,,Thank you seller! Barang semua oke. Penghantaran laju.,True,Taste, x try agi,Quality, good,,,results7.json,review 2405
14404,rf0tyd4lm9,5,2022-09-10 11:26,,,Barang selamat mendarat dengan selamat trusted seller and recommended to all...,True,,,,,,,results7.json,review 2406
14405,z*****y,5,2022-11-16 17:30,Variation: Cream Carbo,,"Barang yang sampai cukup. Harga murah, blh repeat lagi..",True,Taste, Not sure,,,,,results7.json,review 2407
14406,sarahhajijimmy,5,2021-09-19 19:38,Variation: Yukgaejang (Soup),,"good services, fast delivery!! the ramen sooo good i love ittt",True,,,,,,,results7.json,review 2408
14407,e*****a,5,2023-01-08 22:18,,,fast delivery… selalu beli ramen dgn shop .. memamg servis terbaik,True,,,,,,,results7.json,review 2409
14408,n*****a,5,2021-06-13 15:24,Variation: Rose,,"Barang diterima dalam keadaan baik, dibungkus dengan baik, terima kasih seller",True,,,,,,,results7.json,review 2410
